
2014	4	6	8	Bußgeldbescheid Lichtenberg	Der Landesvorstand nimmt den Bußgeldbescheid für die Plakatierung in Lichtenberg an und erklärt Rechtsmittelverzicht. Dem Landesverband entstehen hierdurch Kosten von 420 Euro. Der Landesvorstand wird an Lichtenberg herantreten und freundlich darum bitten, 315 Euro der 420 Euro zu tragen. 	Lernen durch Schmerz. 	Sebastian	einstimmig			angenommen	.
2014	4	6	9	Stellenausschreibung	Christopher Lauer wird beauftragt, eine Stelle auszuschreiben. Dafür wird Geld zur Verfügung gestellt 						vertagt	.
2014	4	6	10	Personelle Ressourcen zur Umsetzung der SMV	Michael macht SMV 						vertagt	.
2014	4	6	11	historisches Vertragsmanagement	Sebastian möge sich um historisches Vertragsmanagement kümmern 						vertagt	.
2014	4	6	12	Beschluss über ViSdP-relevante Erzeugnisse	ViSdP-relevante Dinge werden durch X+Christopher beschlossen 						vertagt	.
2014	5	4	1	Antrag - Einladungen zu außerordentlichen Sitzungen	"Text:

Einladungen zu Sitzungen werden über die Berliner Ankündigungsmailingliste mindestens 72 h vorher (ordentliche Sitzung) bzw 24h vorher (außerordentliche Sitzung) versandt. Maßgeblich ist das Versendedatum, nicht das Freigabedatum durch die Moderation.

Einladungen zu außerordentliche Sitzungen werden von einem Drittel der Vorstandsmitglieder beschlossen. Die beantragenden Vorstandsmitglieder sind zu benennen.

Außerordentliche Sitzungen haben klar benannte Tagesordnungspunkte, die vorher bekanntgegeben werden. Eine Beratung anderer Themen ist ausgeschlossen. Eventuelle Beschlüsse zu nicht angekündigten oder nicht klar benannten Punkten sind nichtig.

Für die Beschlussfassung wesentliche Dokumente sind allen Vorstandsmitgliedern rechtzeitig grundsätzlich elektronisch zur Verfügung zu stellen.

Dazu wird die Geschäftsordnung wie folgt geändert:


alt

§ 2 Vorstandssitzungen

(1) - Einladung

Der Vorsitzende oder stellvertretende Vorsitzende laden mit einer Frist von mindestens 3 Tagen zu den regelmäßig stattfindenden Vorstandssitzungen unter Nennung des Termins, des Orts und der Tagesordnung ein. Die Einladung wird unter https://wiki.piratenpartei.de/BE:Vorstand bekannt gegeben.

(2) - Außerordentliche Sitzungen

Ein Drittel der Vorstandsmitglieder können unter Angabe des Beratungsgegenstandes eine außerordentliche Vorstandssitzung einberufen. Die Einladung ist mindestens einen Tag vorher zu veröffentlichen.


neu

§ 2 Vorstandssitzungen

(1) - Einladung

Der Vorsitzende oder stellvertretende Vorsitzende laden mit einer Frist von mindestens 72 Stunden zu den regelmäßig stattfindenden Vorstandssitzungen unter Nennung des Termins, des Orts und der Tagesordnung ein. Die Einladung wird innerhalb dieser Frist auf https://wiki.piratenpartei.de/BE:Vorstand bekanntgegeben und an die Berliner Ankündigungsmailingliste geschickt.

(2) - Außerordentliche Sitzungen

Ein Drittel der Vorstandsmitglieder können unter Angabe des Beratungsgegenstandes eine außerordentliche Vorstandssitzung einberufen. Die Einladung ist mindestens 24h vorher wie unter (1) beschrieben zu veröffentlichen. Die Namen der einladenden Vorstandsmitglieder sind zu benennen. Außerordentliche Sitzungen können nur klar benannte Tagesordnungspunkte beinhalten. Insbesondere die Punkte ""Verschiedenes"" und ""Sonstiges"" sind nicht zulässig. Eventuelle Beschlüsse zu nicht angekündigten Tagesordnungspunkten sind nichtig.

...

(6) Für die Beschlussfassung wesentliche Dokumente sind den Vorstandsmitgliedern rechtzeitig und grundsätzlich in elektronischer Form zur Verfügung zu stellen."	"Die derzeitige Formulierung ist unklar. Die klare Benennung der TOPs hilft, Handstreiche zu vermeiden, beispielsweise ""Auflösung des Vorstands"" oder ""Anschaffung eines Porsches"" unter ""Sonstiges"" zu verstecken. "	Sebastian	alle ausser Christopher	Christopher		angenommen	.
2014	5	4	2	Streichung der Einladungsfristen aus der GO	Der Landesvorstand möge beschließen: Sämtliche Einladungsfristen für Vorstandssitzungen werden ersatzlos aus der GO des Landesvorstands gestrichen. 	Die letzten vier Wochen haben gezeigt, dass lange Einladungsfristen den Vorstand behindern. Sie führen auch nicht dazu, dass Vorstandssitzungen beschlussfähig sind/werden. Es gibt zwei Möglichkeiten: Entweder es wird eingeladen und die Sitzung ist beschlussfähig weil genug Vorstandsmitglieder da sind, oder eben nicht. 	Christopher	Christopher	alle ausser Christopher		abgelehnt	.
2014	5	4	3	Antrag - Protokoll geschlossener Teile	"§ 6 der GO wird um Punkt 4 ergänzt.

(4) Ein Protokoll geschlossener Teile ist allen Vorstandsmitgliedern zeitnah zur Verfügung zu stellen. Eine Veröffentlichung auf dem Wiki findet für geschlossene Teile lediglich summarisch nach Tagesordnungspunkten statt. Die Benennung der Tagesordnungspunkte ergibt sich aus den in §2(3) genannten generischen Gründen für nichtöffentliche Teile. Diese werden falls notwendig zur Unterscheidung nummeriert.

"	Es gibt hier eine Regelungslücke.	Sebastian	einstimmig			angenommen	.
2014	5	4	4	Neuer §4c Abs.(1) – Zweierbeschlüsse	"§ 4c Abs(1) der Geschäftsordnung des Landesvorstandes wird um den Punkt

Beschluss von Beauftragungen in den Geschäftsbereichen

    Beschluss durch den für die Beauftragung betreffenden Geschäftsbereich verantwortliches Vorstandsmitglied und ein beliebiges weiteres Vorstandsmitglied

erweitert.

Neue Version

§ 4c Zweierbeschlüsse

(1) Für folgende Sachverhalte können jeweils zwei Mitglieder des Vorstandes Beschlüsse fällen:

Reisekosten bis zu einer Höhe von 300,00 €

    Beschluss durch den Schatzmeister und das für den jeweiligen Geschäftsbereich zuständige Vorstandsmitglied

Beschluss von Beautragungen in den Geschäftsbereichen

    Beschluss durch für den die Beauftragung betreffenden Geschäftsbereich verantwortliches Vorstandsmitglied und ein beliebiges weiteres Vorstandsmitglied

"	Bisher steht die Befugnis dazu nur in §5. Das ist umständlich. Mit der Änderung wird nochmal deutlich gemacht, dass Beauftragungen unter Zweierbeschlusskompetenz fallen. 	Denis	einstimmig			angenommen	.
2014	5	4	5	Ergänzung der Einzelbeschlusskompetenz in §4b (2)	"§ 4b Abs(2) der Geschäftsordnung des Landesvorstandes wird um den Punkt

Landesgeschäftsstelle

    Auslage von parteifremdem Informationsmaterial

ergänzt. "	"Ich habe den Vorschlag aus dem Changelogpad übertragen. Die Entscheidungskompetenz über die Auslage von parteifremden Materialien soll hiermit klar dem Geschäftsbereich ""Landesgeschäftsstelle"" zugewiesen werden. "	Denis	einstimmig			angenommen	.
2014	5	4	6	Beendigung von Beauftragungen	"Der Landesvorstand möge beschließen, folgende Beauftragungen zu beenden und ggf. neu auszuschreiben.

Administration Liquid Feedback

    Zusätzliche Beauftragung am 22.03.2011 - Florian Lange
    Zusätzliche Beauftragung am 20.10.2011 - Daniel Schweighöfer
    Zusätzliche Beauftragung am 09.05.2012 - Daniela Berger
    Zusätzliche Beauftragung am 25.05.2012 - Robert Sandow

    Projektleitung Liquid Feedback: http://wiki.piratenpartei.de/Benutzer:Zweifeln
    Wikigärtner: Andrej Springer
"	vertagt vom letzten Mal	Denis	einstimmig			angenommen	.
2014	5	4	7	Stellenausschreibung	Christopher Lauer wird beauftragt, eine Stelle auszuschreiben. Dafür wird Geld zur Verfügung gestellt. 		Lavo				zurückgezogen	.
2014	5	4	8	Alternativentwurf zu: Antrag - Stellenausschreibung 	" Der Vorstand der Piratenpartei Deutschland Berlin wird eine Initiative im Liquid Feedback erstellen um eine Beschlussempfehlung der Berliner Piraten zum Thema ""Ausschreibung einer neue Stelle im Bereich der Mitgliederbetreuung / Forderungsmanagement"" einzuholen. In dieser Initiative sollen alle relevanten Informationen zu dieser neuen Stelle zusammengetragen werden um den an der Abstimmung beteilligten Piraten eine reflekierte, umfassende Meinungsbildung zu ermöglichen. "	Wir planen hier eine Investition, die in ihrer Höhe durchaus kontrovers betrachtet werden kann. Wir haben durch eine solche LQFB-Ini die Möglichkeit die Legitimität dieser Entscheidung zu erhöhen und unseren Mitgliedern zu zeigen, dass sie sich tatsächlich an wichtigen Entscheidungen für die Zukunft des LV-Berlins beteiligen können. 	Gregor	einstimmig			angenommen	.
2014	5	4	9	Antrag -personelle Ressourcen zur Umsetzung der SMV			lavo				zurückgezogen	.
2014	5	4	10	historisches Vertragsmanagement	Sebastian möge sich um historisches Vertragsmanagement kümmern 		Denis				zurückgezogen	.
2014	5	4	11	Neuer §4c Abs.(1) - Zweierbeschlüsse	"§ 4c Abs(1) der Geschäftsordnung des Landesvorstandes wird um den Punkt

Beschluss über die Freigabe von Druckerzeugnissen mit V.i.S.d.P.-Vermerk

    Beschluss über die Freigabe von Druckerzeugnissen mit V.i.S.d.P.-Vermerk durch die / den Vorsitzende*n sowie das für den Geschäftsbereich Öffentlichkeitsarbeit verantwortliche Vorstandsmitglied. Empfehlungen aus dem Berliner Liquid Feedback sind hierbei zu berücksichtigen.

erweitert.

"	Die / Der Vorsitzende wird auf allen Druckerzeugnissen des Landesverbandes als Verantwortlicher im Sinne der Presse (V.i.S.d.P.) genannt und haftet entsprechend für deren Inhalte. Sie / Er sollte wissen wofür sie / er haftet. Das Geschäftsbereich Öffentlichkeitsarbeit verantwortliche Vorstandsmitglied kann zudem i.d.R. sehr gut beurteilen, ob die Erstellung eines Druckerzeugnisses inhaltlich korrekt und notwendig ist und sollte daher ebenfalls seine Zustimmung geben. 	Marcel	einstimmig			angenommen	.
2014	5	4	12	Nächste Vorstandssitzung in zwei Wochen	Die nächste Vorstandssitzung des Landesverbands Berlin findet in zwei Wochen also am 18.05.2014 statt.	Es gibt immer noch ne ganze Menge zu tun und vor allem im Vorfeld unseres kommenden Rechenschaftsberichts ist es angebracht, dass sich der Vorstand nicht erst in einem Monat wieder trifft. Persönliche Kommunikation ist im Moment sehr wichtig, darum sollten wir uns schon in zwei Wochen wieder treffen. 	Gregor	ingo, Pupe, Christopher, Denis, Gregor, Marcel	Michael		angenommen	.
2014	5	4	13	Wöchentliche Landesvorstandssitzungen 	Die Vorstandssitzungen des Landesvorstands Berlin finden jeden Sonntag ab 19:00 Uhr in der Pflugstraße 9a 10115 Berlin statt. 	viel hilft viel	christopher	Ingo, Pupe, Christopher	Gregor, Michael, Marcel	Denis	abgelehnt	.
2014	5	4	14	Kontozugriff Girokonto und Tagesgeldkonto GLS-Bank	"Michael Karek, Lars Hohl und Christopher Lauer erhalten für das Giro- und Tagesgeldkonto bei der GLS-Bank eine A-Vollmacht, d.h. im Vier-Augen-Prinzip sind Überweisungen möglich.

Ingo Ponickau, Denis Sabin, Sebastian Nordhoff, Gregor Schröder und Marcel Geppert erhalten eine Lese-Vollmacht, d.h. sie sind jederzeit in der Lage, die Konten einzusehen.

"	Seit dem 14.4.14 gibt es für das Tagesgeldkonto bei der GLS-Bank keinen Bevollmächtigten mehr. Durch den entsprechenden Beschluss und das Unterschreiben der entsprechenden Dokumente erhalten wir wieder Kontozugriff. 	christopher				im Approval unterlegen	.
2014	5	4	15	Antrag - Kontozugriff Girokonto und Tagesgeldkonto GLS-Bank  (2)	"Michael Karek erhält für das Giro- und Tagesgeldkonto bei der GLS-Bank eine E-Vollmacht, d.h. kann eigenständig Überweisungen tätigen.

Lars Hohl und Christopher Lauer erhalten für das Giro- und Tagesgeldkonto bei der GLS-Bank eine A-Vollmacht, d.h. im Vier-Augen-Prinzip sind Überweisungen möglich.

Ingo Ponickau, Denis Sabin, Sebastian Nordhoff, Gregor Schröder und Marcel Geppert erhalten eine Lese-Vollmacht, d.h. sie sind jederzeit in der Lage, die Konten einzusehen. "		Marcel	einstimmig			angenommen	.
2014	5	4	16	Änderung des Verfügungsrahmens des Giro-Kontos bei der GLS-Bank	Der tägliche Verfügungsrahmen des Giro-Kontos bei der GLS-Bank wird auf 20.000 Euro pro Tag geändert. 	Der letzte Schatzmeister hat den täglichen Verfügungsrahmen für Überweisungen auf 100.000 Euro geändert. Das ist unnötig hoch. 	christopher	einstimmig			angenommen	.
